Title,Description,Price,Rating,Review Count,Product URL
"Dell G15 5520 Gaming Laptop Intel i5-12500H16GB DDR5512GB SSDNVIDIA RTX 3050 (4GB GDDR6)15.6""(39.62cm) FHD WVA","Dell G15 5520 Gaming Laptop, Intel i5-12500H,16GB DDR5,512GB SSD,NVIDIA RTX 3050 (4GB GDDR6),15.6""(39.62cm) FHD WVA AG 120Hz 250 nits, Backlit KB Orange, Win 11 + MSO'21,Dark Shadow Grey,2.81kg","71,990",4.1 out of 5 stars,43,https://www.amazon.in//Dell-i5-12500H-39-62Cms-Backlit-D560822WIN9B/dp/B09XXM57T2/ref=sr_1_98?keywords=laptop&qid=1689971639&sr=8-98
HP 250 G8 (6G9R1PA) Laptop (Intel Core i3/ 11th Gen/ 8GB RAM/ 512 GB SSD/DOS/,"HP 250 G8 (6G9R1PA) Laptop (Intel Core i3/ 11th Gen/ 8GB RAM/ 512 GB SSD/DOS/ 15.6 inch Display/ 1 Year Warranty), Black","32,899",3.2 out of 5 stars,15,https://www.amazon.in//HP-6G9R1PA-Laptop-Display-Warranty/dp/B0B5RBWMP2/ref=sr_1_99?keywords=laptop&qid=1689971639&sr=8-99
HP 250 G8 Notebook PC 11th Gen Intel Core i3-1115G4 15inch(39.6cm) HD Laptop/8GB RAM/256GB SSD+1TB,"HP 250 G8 Notebook PC, 11th Gen Intel Core i3-1115G4 15inch(39.6cm) HD Laptop/8GB RAM/256GB SSD+1TB HDD/Num Kaypad/Intel UHD Graphics/DOS /1.74kg 7M6L7PA","32,890",2.0 out of 5 stars,2,https://www.amazon.in//HP-250-G8-Notebook-i3-1115G4/dp/B0C948951J/ref=sr_1_100?keywords=laptop&qid=1689971639&sr=8-100
HP Pavilion x360 11th Gen Intel Core i5 14 inch(35.6 cm) FHD Multitouch 2-in-1 Laptop(16GB,HP Pavilion x360 11th Gen Intel Core i5 14 inch(35.6 cm) FHD Multitouch 2-in-1 Laptop(16GB RAM/512GB SSD/B&O/Win 11/FPR/Backlit KB/Intel Iris Xe Graphics/Alexa/Pen/MS Office/Silver/1.52Kg) 14-dy1048TU,"73,490",4.3 out of 5 stars,139,https://www.amazon.in//HP-Pavilion-Multitouch-Graphics-14-dy1048TU/dp/B09VQ4ZT6G/ref=sr_1_101?keywords=laptop&qid=1689971639&sr=8-101
"ASUS Vivobook Go 15 OLED (2023) AMD Ryzen 5 7520U 15.6"" (39.62 cms) FHD OLED","ASUS Vivobook Go 15 OLED (2023), AMD Ryzen 5 7520U, 15.6"" (39.62 cms) FHD OLED, Thin and Light Laptop (16GB/512GB SSD/Windows 11/Office 2021/Backlit KB/Black/1.63 kg), E1504FA-LK545WS","61,990",,M.R.P: ,https://www.amazon.in//ASUS-Vivobook-Windows-Backlit-E1504FA-LK545WS/dp/B0C1GJZYG4/ref=sr_1_102?keywords=laptop&qid=1689971639&sr=8-102
MSI GF63 Thin Intel Core i7-11800H 40CM FHD 144Hz Gaming Laptop (16GB/512GB NVMe SSD/Windows 11,"MSI GF63 Thin, Intel Core i7-11800H, 40CM FHD 144Hz Gaming Laptop (16GB/512GB NVMe SSD/Windows 11 Home/Nvidia GeForce GTX 1650, GDDR6 4GB/Black/1.8Kg), 11SC-1462IN","63,490",,M.R.P: ,https://www.amazon.in//MSI-i7-11800H-Windows-GeForce-11SC-1462IN/dp/B0C6F686WR/ref=sr_1_103?keywords=laptop&qid=1689971639&sr=8-103
"ASUS TUF Gaming A15 15.6"" (39.62 cms) FHD 144Hz AMD Ryzen 7 4800H 4GB GeForce","ASUS TUF Gaming A15, 15.6"" (39.62 cms) FHD 144Hz, AMD Ryzen 7 4800H, 4GB GeForce RTX 3050 Graphics, Gaming Laptop (16GB/512GB SSD/90WHrs Battery/Windows 11/Black/2.3 kg), FA506ICB-HN075W","69,990",4.2 out of 5 stars,223,https://www.amazon.in//ASUS-GeForce-RTX-3050-Graphics-Battery-FA506ICB-HN075W/dp/B0B56ZQ95M/ref=sr_1_104?keywords=laptop&qid=1689971639&sr=8-104
HP Laptop 15s 12th Gen Intel Core i3-1215U 15.6-inch (39.6 cm) FHD 8GB DDR4 1TB,"HP Laptop 15s, 12th Gen Intel Core i3-1215U, 15.6-inch (39.6 cm), FHD, 8GB DDR4, 1TB SSD, Intel UHD Graphics, Thin & Light, Dual Speakers (Win 11, MSO 2021, Silver, 1.69 kg), fy5005TU","46,490",,M.R.P: ,https://www.amazon.in//HP-i3-1215U-15-6-inch-Graphics-Speakers/dp/B0C9DSC2N6/ref=sr_1_105?keywords=laptop&qid=1689971639&sr=8-105
"ASUS Vivobook 15 (2023) Intel Core i5-13500H 13th Gen 15.6"" (39.62 cms) FHD Thin and","ASUS Vivobook 15 (2023), Intel Core i5-13500H 13th Gen, 15.6"" (39.62 cms) FHD, Thin and Light Laptop (16GB/512GB SSD/Intel Iris Xᵉ/Win 11/Office 2021/Backlit KB/Silver/1.7 kg), X1502VA-NJ542WS","63,990",3.5 out of 5 stars,18,https://www.amazon.in//ASUS-Vivobook-i5-13500H-Backlit-X1502VA-NJ542WS/dp/B0C1GGG789/ref=sr_1_106?keywords=laptop&qid=1689971639&sr=8-106
"Lenovo IdeaPad Gaming 3 Intel Core i5-11320H 15.6"" (39.62cm) FHD IPS 120Hz Gaming Laptop (16GB/512GB","Lenovo IdeaPad Gaming 3 Intel Core i5-11320H 15.6"" (39.62cm) FHD IPS 120Hz Gaming Laptop (16GB/512GB SSD/Win 11/Office 2021/NVIDIA GTX 1650 4GB/Alexa/3 Month Game Pass/Shadow Black/2.25Kg), 82K101L7IN","59,990",3.0 out of 5 stars,1,https://www.amazon.in//Lenovo-IdeaPad-i5-11320H-39-62cm-82K101L7IN/dp/B0C8J2K795/ref=sr_1_107?keywords=laptop&qid=1689971639&sr=8-107
HP 247 G8 Laptop (AMD Athlon P-3045B HD/ 14 inches(35.5cm) HD /8GB RAM DDR4 /1TB,"HP 247 G8 Laptop (AMD Athlon P-3045B HD/ 14 inches(35.5cm) HD /8GB RAM DDR4 /1TB HDD/Windows 11 Home/ W11 SL) One Year Warranty, Black, 67U77PA","23,999",3.4 out of 5 stars,275,https://www.amazon.in//HP-247-G8-Warranty-67U77PA/dp/B09RMP6MM7/ref=sr_1_108?keywords=laptop&qid=1689971639&sr=8-108
HP ProBook 445 G8 Notebook PC AMD Ryzen 7 5800U Processor 14 inch(35.6cm) Anti-Glare FHD,"HP ProBook 445 G8 Notebook PC, AMD Ryzen 7 5800U Processor, 14 inch(35.6cm) Anti-Glare FHD Laptop/8GB RAM/512GB SSD/Narrow Bazel/AMD Radeon Graphics/DOS/1.37 Kgs 7K2J8PA","46,990",3.3 out of 5 stars,5,https://www.amazon.in//HP-ProBook-445-G8-Notebook/dp/B0C49C3W9X/ref=sr_1_109?keywords=laptop&qid=1689971639&sr=8-109
(Renewed) DELL Latitude 5490 Core i5 8th Gen Laptop 16 GB RAM 512GB SSD Intel,"(Renewed) DELL Latitude 5490 Core i5 8th Gen Laptop, 16 GB RAM, 512GB SSD, Intel HD Graphics, 14 inch (36.83 cms) HD Screen, Windows 11 (Upgraded), MS Office, Black, Slim","23,099",3.3 out of 5 stars,294,https://www.amazon.in//Renewed-Latitude-Graphics-Windows-Upgraded/dp/B0BD4BN7B6/ref=sr_1_110?keywords=laptop&qid=1689971639&sr=8-110
ASUS Vivobook 15 Touchscreen Core I3 11Th Gen - (8 Gb/512 Gb Ssd/Windows 11 Home),"ASUS Vivobook 15 Touchscreen Core I3 11Th Gen - (8 Gb/512 Gb Ssd/Windows 11 Home) X515Ea-Ez311Ws Thin And Light Laptop (15.6 Inch, Slate Grey, 1.80 Kg, with Ms Office) Intel","39,800",,M.R.P: ,https://www.amazon.in//ASUS-Vivobook-Touchscreen-Core-11Th/dp/B0BMGKTGTD/ref=sr_1_111?keywords=laptop&qid=1689971639&sr=8-111
"Lenovo IdeaPad Slim 5 AMD Ryzen 7 5700U 15.6""(39.62cm) FHD IPS Laptop (16GB/512GB SSD/Win 11/Office","Lenovo IdeaPad Slim 5 AMD Ryzen 7 5700U 15.6""(39.62cm) FHD IPS Laptop (16GB/512GB SSD/Win 11/Office 2021/Backlit KB/Fingerprint/HD Camera/3 Month Game Pass/Graphite Grey/1.66Kg), 82LN00JSIN","63,686",4.4 out of 5 stars,104,https://www.amazon.in//Lenovo-IdeaPad-Fingerprint-Graphite-82LN00JSIN/dp/B0BBFTPJ3D/ref=sr_1_112?keywords=laptop&qid=1689971639&sr=8-112
ASUS TUF Gaming A15 15.6-inch (39.62 cms) FHD 144Hz AMD Ryzen 7 4800H RTX 3050,"ASUS TUF Gaming A15, 15.6-inch (39.62 cms) FHD 144Hz, AMD Ryzen 7 4800H, RTX 3050 4GB Graphics, Gaming Laptop (16GB/512GB SSD/90WHrs Battery/Windows 11/Office 2021/Black/2.3 kg), FA506ICB-HN075WS","71,990",4.2 out of 5 stars,223,https://www.amazon.in//ASUS-15-6-inch-RTX-3050-Graphics-FA506ICB-HN075WS/dp/B0B3DNLRPS/ref=sr_1_305?keywords=laptop&qid=1689971640&sr=8-305
ULTIMUS All-New S152 15.6 (39.62 cms) FHD Display Intel Celeron N4020 Processor Thin & Light,"ULTIMUS All-New S152, 15.6 (39.62 cms) FHD Display, Intel Celeron N4020 Processor, Thin & Light Laptop (4GB/256 GB SSD/Windows 11/Space Grey/1.77 kg/ RJ45 LAN Port), NU15U2INC44VN-SG","19,490",2.8 out of 5 stars,5,https://www.amazon.in//ULTIMUS-All-New-Display-Processor-NU15U2INC44VN-SG/dp/B0BNMLK935/ref=sr_1_306?keywords=laptop&qid=1689971640&sr=8-306
ASUS [Smart Choice] Vivobook 16X 2023 Intel Core i5-13500H 13th Gen 16.0-inch FHD+ 120Hz T&L,"ASUS [Smart Choice] Vivobook 16X 2023, Intel Core i5-13500H 13th Gen, 16.0-inch FHD+ 120Hz, T&L Laptop (16GB/512GB SSD/NVIDIA Geforce RTX 3050 4GB/Win11/FingerPrint/Silver/1.80 kg),K3605VC-MB542WS","89,990",4.4 out of 5 stars,4,https://www.amazon.in//ASUS-i5-13500H-16-0-inch-FingerPrint-K3605VC-MB542WS/dp/B0C37B2V6Q/ref=sr_1_273?keywords=laptop&qid=1689971640&sr=8-273
"Lenovo IdeaPad 3 11th Gen Intel Core i3 15.6"" FHD Thin & Light Laptop(8GB/512GB SSD/Windows","Lenovo IdeaPad 3 11th Gen Intel Core i3 15.6"" FHD Thin & Light Laptop(8GB/512GB SSD/Windows 11/Office 2021/2Yr Warranty/3months Xbox Game Pass/Platinum Grey/1.7Kg), 81X800N2IN","36,970",4.1 out of 5 stars,601,https://www.amazon.in//Lenovo-IdeaPad-Warranty-Platinum-81X800LGIN/dp/B0B2RBP83P/ref=sr_1_274?keywords=laptop&qid=1689971640&sr=8-274
"Lenovo IdeaPad Slim 3 Intel Core i3 11th Gen 15.6"" (39.62cm) FHD Thin & Light","Lenovo IdeaPad Slim 3 Intel Core i3 11th Gen 15.6"" (39.62cm) FHD Thin & Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/2Yr Warranty/3months Game Pass/Arctic Grey/1.65Kg), 82H802FJIN","37,150",4.1 out of 5 stars,550,https://www.amazon.in//Lenovo-IdeaPad-39-62cm-Warranty-82H802FJIN/dp/B09Q5QLHSQ/ref=sr_1_275?keywords=laptop&qid=1689971640&sr=8-275
HP Laptop 14 13th Gen Intel Core i3-1315U 14-inch (35.6 cm) FHD 8GB DDR4 512GB,"HP Laptop 14, 13th Gen Intel Core i3-1315U, 14-inch (35.6 cm), FHD, 8GB DDR4, 512GB SSD, Intel UHD Graphics, FHD Camera w/Privacy Shutter, Thin & Light (Win 11, MSO 2021, Blue, 1.4 kg), gr0000TU","47,990",,M.R.P: ,https://www.amazon.in//HP-i3-1315U-14-inch-Graphics-gr0000TU/dp/B0C9DL7THT/ref=sr_1_276?keywords=laptop&qid=1689971640&sr=8-276
"ASUS Vivobook 15 OLED (2023) Intel Core i5-13500H 13th Gen 15.6"" (39.6 cm) FHD OLED","ASUS Vivobook 15 OLED (2023), Intel Core i5-13500H 13th Gen, 15.6"" (39.6 cm) FHD OLED, Thin & Light Laptop (16GB/512GB SSD/Intel Iris Xᵉ/Win 11/Office 2021/Backlit KB/Silver/1.7 kg), X1505VA-LK542WS","74,990",4.0 out of 5 stars,5,https://www.amazon.in//ASUS-Vivobook-i5-13500H-Backlit-X1505VA-LK542WS/dp/B0C1GM1DGW/ref=sr_1_277?keywords=laptop&qid=1689971640&sr=8-277
(Renewed) HP ELITEBOOK 830 G6 (Core i7 8th Gen/ 16GB Ram/ 256GB SSD/ Webcam/ 13.3''Touch/,(Renewed) HP ELITEBOOK 830 G6 (Core i7 8th Gen/ 16GB Ram/ 256GB SSD/ Webcam/ 13.3''Touch/ Win-10 Pro) 1 Year Warranty,"31,500",1.0 out of 5 stars,1,https://www.amazon.in//Renewed-HP-ELITEBOOK-13-3Touch-Warranty/dp/B0C89B4FG8/ref=sr_1_278?keywords=laptop&qid=1689971640&sr=8-278
"Lenovo ThinkPad E14 Intel Core i3 12th Gen 14"" FHD Thin and Light Laptop (8GB","Lenovo ThinkPad E14 Intel Core i3 12th Gen 14"" FHD Thin and Light Laptop (8GB RAM/512GB SSD/Windows 11 Home/MS Office H&S 2021/FPR/Black/1.59 kg), 21E3S0AV00","48,990",4.0 out of 5 stars,25,https://www.amazon.in//Lenovo-ThinkPad-Laptop-Windows-21E3S0AV00/dp/B0BV74GVWT/ref=sr_1_279?keywords=laptop&qid=1689971640&sr=8-279
Acer Extensa 15 AMD Ryzen 3 7320U Quad-Core Processor (8 GB/512 GB SSD/Windows 11 Home/AMD,Acer Extensa 15 AMD Ryzen 3 7320U Quad-Core Processor (8 GB/512 GB SSD/Windows 11 Home/AMD Radeon Graphics/1.78 KG/Steel Gray) EX215-23 Full HD Display Laptop,"32,990",3.4 out of 5 stars,8,https://www.amazon.in//Acer-Quad-Core-Processor-Graphics-EX215-23/dp/B0BX6P33QX/ref=sr_1_280?keywords=laptop&qid=1689971640&sr=8-280
"Lenovo IdeaPad Slim 1 AMD Ryzen 3 7320U 15.6"" (39.62cm) FHD Laptop (8GB/512GB SSD/Win 11/Office","Lenovo IdeaPad Slim 1 AMD Ryzen 3 7320U 15.6"" (39.62cm) FHD Laptop (8GB/512GB SSD/Win 11/Office 2021/2 Year Warranty/Alexa Built-in/3 Month Game Pass/Cloud Grey/1.58Kg), 82VG009MIN","39,990",3.2 out of 5 stars,8,https://www.amazon.in//Lenovo-IdeaPad-39-62cm-Warranty-82VG009MIN/dp/B0BT7468FG/ref=sr_1_281?keywords=laptop&qid=1689971640&sr=8-281
HP Laptop 15 13th Gen Intel Core i5-1335U 15.6-inch (39.6 cm) FHD 16GB DDR4 512GB,"HP Laptop 15, 13th Gen Intel Core i5-1335U, 15.6-inch (39.6 cm), FHD, 16GB DDR4, 512GB SSD, Intel Iris Xᵉ Graphics, FPR, FHD Camera w/Privacy Shutter (Win 11, MSO 2021, Silver, 1.59 kg), hr0001TU","68,480",,M.R.P: ,https://www.amazon.in//HP-i5-1335U-15-6-inch-Graphics-hr0001TU/dp/B0C3CJX15D/ref=sr_1_282?keywords=laptop&qid=1689971640&sr=8-282
"HP 255 G9 (840T7PA) Notebook (AMD Athlon Silver-3050U/ 4GB RAM/ 256GB SSD/DOS/ 15.6"" Screen/ 1","HP 255 G9 (840T7PA) Notebook (AMD Athlon Silver-3050U/ 4GB RAM/ 256GB SSD/DOS/ 15.6"" Screen/ 1 Year Warranty), Black","22,790",,M.R.P: ,https://www.amazon.in//HP-255-G9-Notebook-Silver-3050U/dp/B0C8VF4DL5/ref=sr_1_283?keywords=laptop&qid=1689971640&sr=8-283
Lenovo E41-55 Laptop RYZEN 3-3250u / 8GB DDR4 / 512 GB SSD PCIe / 14,Lenovo E41-55 Laptop RYZEN 3-3250u / 8GB DDR4 / 512 GB SSD PCIe / 14 HD TN Display/Windows 11/Silver (Grey) / 1 Year Onsite Warranty,"26,999",4.0 out of 5 stars,1,https://www.amazon.in//Lenovo-3-3250u-Display-Windows-Warranty/dp/B096W2HBF2/ref=sr_1_284?keywords=laptop&qid=1689971640&sr=8-284
"ASUS Vivobook Go 15 (2023) AMD Ryzen 5 7520U 15.6"" (39.62 cm) FHD Thin &","ASUS Vivobook Go 15 (2023), AMD Ryzen 5 7520U, 15.6"" (39.62 cm) FHD, Thin & Light Laptop (16GB/512GB SSD/Windows 11/Office 2021/Alexa Built-in/Mixed Black/1.63 kg), E1504FA-NJ542WS","53,990",4.0 out of 5 stars,17,https://www.amazon.in//ASUS-Vivobook-Laptop-Windows-E1504FA-NJ542WS/dp/B0BTWF2BQX/ref=sr_1_285?keywords=laptop&qid=1689971640&sr=8-285
Acer Aspire Lite AMD Ryzen 5 5500U Premium Thin and Light Laptop (8 GB RAM/512,"Acer Aspire Lite AMD Ryzen 5 5500U Premium Thin and Light Laptop (8 GB RAM/512 GB SSD/Windows 11 Home) AL15-51, 39.62 cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.59 KG","38,990",,M.R.P: ,https://www.amazon.in//Acer-Premium-Windows-AL15-51-Display/dp/B0C9J152JF/ref=sr_1_286?keywords=laptop&qid=1689971640&sr=8-286
HP Victus Gaming Laptop AMD Ryzen 5 5600H15.6inch(39.6cm) FHD Gaming Laptop/16GB RAM/512GB SSD/9ms Response Time/144Hz/AMD,"HP Victus Gaming Laptop AMD Ryzen 5 5600H,15.6inch(39.6cm) FHD Gaming Laptop/16GB RAM/512GB SSD/9ms Response Time/144Hz/AMD Radeon RX 6500M Graphics/Backlit KB/Win11/B&O/Xbox Pass 15-fb0134AX","58,990",4.0 out of 5 stars,54,https://www.amazon.in//HP-15-6inch-Response-Graphics-15-fb0134AX/dp/B0C33T94YB/ref=sr_1_287?keywords=laptop&qid=1689971640&sr=8-287
"(Renewed) Lenovo IdeaPad Slim 3 Intel Core i3 11th Gen 14"" (35.56cm) FHD Laptop (8GB/256GB","(Renewed) Lenovo IdeaPad Slim 3 Intel Core i3 11th Gen 14"" (35.56cm) FHD Laptop (8GB/256GB SSD/Win 11/Office 2021/2 Year Warranty/HD Camera/3 Month Game Pass/Platinum Grey/1.5Kg), 81X700DWIN","28,490",,M.R.P.: ,https://www.amazon.in//Renewed-Lenovo-Warranty-Platinum-81X700DWIN/dp/B0C8GFQN83/ref=sr_1_288?keywords=laptop&qid=1689971640&sr=8-288
